mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
3.14,"13km SSW of Searles Valley, CA",1619716339480,1619802243848,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39634983,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39634983&format=geojson,10.0,3.1,,,reviewed,0,155,ci,39634983,",ci39634983,",",ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",45.0,0.06892,0.14,41.0,ml,earthquake,"M 3.1 - 13km SSW of Searles Valley, CA"
0.7,"51 km SSE of Denali National Park, Alaska",1619716181838,1619725311511,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h34o4e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h34o4e&format=geojson,,,,,reviewed,0,8,ak,0215h34o4e,",ak0215h34o4e,",",ak,",",origin,phase-data,",,,0.75,,ml,earthquake,"M 0.7 - 51 km SSE of Denali National Park, Alaska"
1.46,"37km ENE of Lucerne Valley, CA",1619715715590,1619800661225,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39634967,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39634967&format=geojson,,,,,reviewed,0,33,ci,39634967,",ci39634967,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.01872,0.13,59.0,ml,earthquake,"M 1.5 - 37km ENE of Lucerne Valley, CA"
1.55,"5km NNE of Wilkerson, CA",1619715710970,1619743507770,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73556110,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73556110&format=geojson,,,,,reviewed,0,37,nc,73556110,",nc73556110,nn00806136,",",nc,nn,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.05202,0.06,122.0,md,earthquake,"M 1.6 - 5km NNE of Wilkerson, CA"
-1.08,"84 km NNW of Karluk, Alaska",1619715620710,1619804107910,,https://earthquake.usgs.gov/earthquakes/eventpage/av91025623,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91025623&format=geojson,,,,,reviewed,0,0,av,91025623,",av91025623,",",av,",",origin,phase-data,",5.0,,0.1,149.0,ml,earthquake,"M -1.1 - 84 km NNW of Karluk, Alaska"
1.14,"0km WSW of Danville, CA",1619715368590,1620069248154,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73556100,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73556100&format=geojson,,,,,reviewed,0,20,nc,73556100,",nc73556100,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.03987,0.07,57.0,md,earthquake,"M 1.1 - 0km WSW of Danville, CA"
-0.41,"86 km N of Karluk, Alaska",1619715282060,1619803003670,,https://earthquake.usgs.gov/earthquakes/eventpage/av91025618,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91025618&format=geojson,,,,,reviewed,0,0,av,91025618,",av91025618,",",av,",",origin,phase-data,",9.0,,0.25,195.0,ml,earthquake,"M -0.4 - 86 km N of Karluk, Alaska"
1.98000002,"2 km SSW of Pāhala, Hawaii",1619715241390,1619715446330,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72447607,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72447607&format=geojson,,,,,automatic,0,60,hv,72447607,",hv72447607,",",hv,",",origin,phase-data,",35.0,,0.159999996,150.0,md,earthquake,"M 2.0 - 2 km SSW of Pāhala, Hawaii"
2.33,"41km NNE of Toms Place, CA",1619715205710,1619724367918,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73556095,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73556095&format=geojson,,,,,reviewed,0,84,nc,73556095,",nc73556095,nn00806134,",",nc,nn,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",32.0,0.1966,0.07,90.0,md,earthquake,"M 2.3 - 41km NNE of Toms Place, CA"
1.26,"10km NNW of Big Bear City, CA",1619714837030,1619719939426,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39634943,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39634943&format=geojson,,,,,reviewed,0,24,ci,39634943,",ci39634943,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.05394,0.16,72.0,ml,quarry blast,"M 1.3 Quarry Blast - 10km NNW of Big Bear City, CA"
0.35,"6km NW of The Geysers, CA",1619714586580,1619714684568,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73556090,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73556090&format=geojson,,,,,automatic,0,2,nc,73556090,",nc73556090,",",nc,",",nearby-cities,origin,phase-data,",6.0,0.005965,0.01,139.0,md,earthquake,"M 0.4 - 6km NW of The Geysers, CA"
2.7,"53 km WNW of Elfin Cove, Alaska",1619714310634,1619795587040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000dymz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000dymz&format=geojson,,,,,reviewed,0,112,us,7000dymz,",us7000dymz,",",us,",",origin,phase-data,",,0.672,0.73,154.0,ml,earthquake,"M 2.7 - 53 km WNW of Elfin Cove, Alaska"
0.83,"5km NW of The Geysers, CA",1619714201620,1619714299895,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73556085,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73556085&format=geojson,,,,,automatic,0,11,nc,73556085,",nc73556085,",",nc,",",nearby-cities,origin,phase-data,",11.0,0.001931,0.02,81.0,md,earthquake,"M 0.8 - 5km NW of The Geysers, CA"
1.5,"43 km WNW of Aleneva, Alaska",1619713510364,1619802791000,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h2mm58,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h2mm58&format=geojson,,,,,automatic,0,35,ak,0215h2mm58,",av91025613,ak0215h2mm58,",",av,ak,",",origin,phase-data,",,,0.34,,ml,earthquake,"M 1.5 - 43 km WNW of Aleneva, Alaska"
2.95,Puerto Rico region,1619713405400,1619795052040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2021119007,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2021119007&format=geojson,,,,,reviewed,0,134,pr,2021119007,",us7000dymr,pr2021119007,",",us,pr,",",origin,phase-data,",16.0,0.199,0.18,190.0,md,earthquake,M 3.0 - Puerto Rico region
1.1,"74 km WNW of Aleneva, Alaska",1619713328588,1619802516150,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h2lyuy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h2lyuy&format=geojson,,,,,automatic,0,19,ak,0215h2lyuy,",av91025608,ak0215h2lyuy,",",av,ak,",",origin,phase-data,",,,0.78,,ml,earthquake,"M 1.1 - 74 km WNW of Aleneva, Alaska"
1.45,"11 km NNW of Stanley, Idaho",1619713154940,1619792519330,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80499949,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80499949&format=geojson,,,,,reviewed,0,32,mb,80499949,",mb80499949,",",mb,",",origin,phase-data,",9.0,0.114,0.14,113.0,ml,earthquake,"M 1.5 - 11 km NNW of Stanley, Idaho"
-0.79,"90 km N of Karluk, Alaska",1619713023940,1619802209200,,https://earthquake.usgs.gov/earthquakes/eventpage/av91025603,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91025603&format=geojson,,,,,reviewed,0,0,av,91025603,",av91025603,",",av,",",origin,phase-data,",7.0,,0.25,178.0,ml,earthquake,"M -0.8 - 90 km N of Karluk, Alaska"
1.95,"9 km NE of Pāhala, Hawaii",1619712671680,1619713002050,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72447567,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72447567&format=geojson,,,,,automatic,0,58,hv,72447567,",hv72447567,",",hv,",",origin,phase-data,",51.0,,0.129999995,65.0,ml,earthquake,"M 2.0 - 9 km NE of Pāhala, Hawaii"
0.03,"86 km N of Karluk, Alaska",1619712281370,1619802034560,,https://earthquake.usgs.gov/earthquakes/eventpage/av91025598,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91025598&format=geojson,,,,,reviewed,0,0,av,91025598,",av91025598,",",av,",",origin,phase-data,",9.0,,0.17,190.0,ml,earthquake,"M 0.0 - 86 km N of Karluk, Alaska"
4.7,"63 km WSW of San Pedro de Atacama, Chile",1619712040659,1619793689564,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000dyme,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000dyme&format=geojson,1.0,1.0,,,reviewed,0,340,us,7000dyme,",us7000dyme,",",us,",",dyfi,moment-tensor,origin,phase-data,",,0.565,1.0,33.0,mwr,earthquake,"M 4.7 - 63 km WSW of San Pedro de Atacama, Chile"
-0.75,"86 km N of Karluk, Alaska",1619712011340,1619801691480,,https://earthquake.usgs.gov/earthquakes/eventpage/av91025593,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91025593&format=geojson,,,,,reviewed,0,0,av,91025593,",av91025593,",",av,",",origin,phase-data,",5.0,,0.27,194.0,ml,earthquake,"M -0.8 - 86 km N of Karluk, Alaska"
4.5,Fiji region,1619711908456,1619792820040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000dymt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000dymt&format=geojson,,,,,reviewed,0,312,us,7000dymt,",us7000dymt,",",us,",",origin,phase-data,",,4.857,0.73,122.0,mb,earthquake,M 4.5 - Fiji region
-0.05,"86 km N of Karluk, Alaska",1619711808200,1619796239460,,https://earthquake.usgs.gov/earthquakes/eventpage/av91025588,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91025588&format=geojson,,,,,reviewed,0,0,av,91025588,",av91025588,",",av,",",origin,phase-data,",9.0,,0.16,194.0,ml,earthquake,"M -0.1 - 86 km N of Karluk, Alaska"
3.11,"6 km SE of Maria Antonia, Puerto Rico",1619711755940,1619792167040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2021119006,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2021119006&format=geojson,,,,,reviewed,0,149,pr,2021119006,",us7000dymc,pr2021119006,",",us,pr,",",origin,phase-data,",16.0,0.2017,0.11,193.0,md,earthquake,"M 3.1 - 6 km SE of Maria Antonia, Puerto Rico"
1.41,"16km E of Ocotillo, CA",1619711172530,1619742627990,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39634839,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39634839&format=geojson,,,,,reviewed,0,31,ci,39634839,",ci39634839,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",30.0,0.1256,0.19,62.0,ml,earthquake,"M 1.4 - 16km E of Ocotillo, CA"
-0.06,"86 km N of Karluk, Alaska",1619711110530,1619795992670,,https://earthquake.usgs.gov/earthquakes/eventpage/av91025583,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91025583&format=geojson,,,,,reviewed,0,0,av,91025583,",av91025583,",",av,",",origin,phase-data,",9.0,,0.15,193.0,ml,earthquake,"M -0.1 - 86 km N of Karluk, Alaska"
4.3,"52 km E of Madang, Papua New Guinea",1619710948021,1619734252040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000dyma,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000dyma&format=geojson,,,,,reviewed,0,284,us,7000dyma,",us7000dyma,",",us,",",origin,phase-data,",,3.408,0.52,97.0,mb,earthquake,"M 4.3 - 52 km E of Madang, Papua New Guinea"
4.2,"116 km SSE of Shizunai-furukawachō, Japan",1619710779003,1619793296040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000dymb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000dymb&format=geojson,,,,,reviewed,0,271,us,7000dymb,",us7000dymb,",",us,",",origin,phase-data,",,0.652,0.46,165.0,mb,earthquake,"M 4.2 - 116 km SSE of Shizunai-furukawachō, Japan"
1.76,"3 km ESE of Pāhala, Hawaii",1619710778130,1619711109110,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72447557,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72447557&format=geojson,,,,,automatic,0,48,hv,72447557,",hv72447557,",",hv,",",origin,phase-data,",46.0,,0.129999995,150.0,ml,earthquake,"M 1.8 - 3 km ESE of Pāhala, Hawaii"
3.32,"75 km NNW of San Antonio, Puerto Rico",1619710484140,1619712292509,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2021119005,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2021119005&format=geojson,,,,,reviewed,0,170,pr,2021119005,",pr2021119005,",",pr,",",origin,phase-data,",9.0,0.8123,0.22,291.0,md,earthquake,"M 3.3 - 75 km NNW of San Antonio, Puerto Rico"
0.66,"11km WNW of Cobb, CA",1619710261350,1619710360087,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73556080,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73556080&format=geojson,,,,,automatic,0,7,nc,73556080,",nc73556080,",",nc,",",nearby-cities,origin,phase-data,",12.0,0.01753,0.17,167.0,md,earthquake,"M 0.7 - 11km WNW of Cobb, CA"
0.36,"10km WNW of The Geysers, CA",1619710189970,1619710285615,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73556075,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73556075&format=geojson,,,,,automatic,0,2,nc,73556075,",nc73556075,",",nc,",",nearby-cities,origin,phase-data,",19.0,0.003233,0.02,61.0,md,earthquake,"M 0.4 - 10km WNW of The Geysers, CA"
0.84,"5km SE of Palomar Observatory, CA",1619710139880,1619742264761,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39634775,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39634775&format=geojson,,,,,reviewed,0,11,ci,39634775,",ci39634775,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.04436,0.13,45.0,ml,earthquake,"M 0.8 - 5km SE of Palomar Observatory, CA"
1.6,"27 km SSE of Mina, Nevada",1619709902915,1619737854706,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00806165,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00806165&format=geojson,,,,,reviewed,0,39,nn,00806165,",nn00806165,",",nn,",",origin,phase-data,",15.0,0.03,0.0755,100.12,ml,earthquake,"M 1.6 - 27 km SSE of Mina, Nevada"
1.6,"27 km SSE of Mina, Nevada",1619709879693,1619737294259,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00806132,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00806132&format=geojson,,,,,reviewed,0,39,nn,00806132,",nn00806132,",",nn,",",origin,phase-data,",21.0,0.031,0.1236,103.48,ml,earthquake,"M 1.6 - 27 km SSE of Mina, Nevada"
1.5,"3 km SSW of Willow, Alaska",1619709702296,1619709875179,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h20e51,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h20e51&format=geojson,,,,,automatic,0,35,ak,0215h20e51,",ak0215h20e51,",",ak,",",origin,",,,0.87,,ml,earthquake,"M 1.5 - 3 km SSW of Willow, Alaska"
1.68,"4 km NNW of Ridgely, Tennessee",1619709514550,1619716945710,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60354666,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60354666&format=geojson,,,,,reviewed,0,43,nm,60354666,",nm60354666,",",nm,",",origin,phase-data,",23.0,0.04458,0.08,42.0,md,earthquake,"M 1.7 - 4 km NNW of Ridgely, Tennessee"
0.37,"9km WNW of The Geysers, CA",1619709244430,1619709339277,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73556070,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73556070&format=geojson,,,,,automatic,0,2,nc,73556070,",nc73556070,",",nc,",",nearby-cities,origin,phase-data,",16.0,0.006263,0.02,71.0,md,earthquake,"M 0.4 - 9km WNW of The Geysers, CA"
0.82,"14km NNE of Cabazon, CA",1619709163750,1619715004207,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39634735,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39634735&format=geojson,,,,,reviewed,0,10,ci,39634735,",ci39634735,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.04829,0.14,154.0,ml,earthquake,"M 0.8 - 14km NNE of Cabazon, CA"
1.4,"15 km WNW of Hope, Alaska",1619709147245,1619709353969,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h1yfj8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h1yfj8&format=geojson,,,,,automatic,0,30,ak,0215h1yfj8,",ak0215h1yfj8,",",ak,",",origin,",,,0.69,,ml,earthquake,"M 1.4 - 15 km WNW of Hope, Alaska"
1.0,"5 km S of Big Lake, Alaska",1619709097574,1619725010179,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h1y8ki,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h1y8ki&format=geojson,,,,,reviewed,0,15,ak,0215h1y8ki,",ak0215h1y8ki,",",ak,",",origin,phase-data,",,,0.55,,ml,earthquake,"M 1.0 - 5 km S of Big Lake, Alaska"
1.02,"15km N of Morgan Hill, CA",1619708538520,1619741290318,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73556065,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73556065&format=geojson,,,,,reviewed,0,16,nc,73556065,",nc73556065,",",nc,",",nearby-cities,origin,phase-data,",19.0,0.04103,0.1,68.0,md,earthquake,"M 1.0 - 15km N of Morgan Hill, CA"
1.2,"38 km NE of Paxson, Alaska",1619708442940,1619708772348,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h1vw5h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h1vw5h&format=geojson,,,,,automatic,0,22,ak,0215h1vw5h,",ak0215h1vw5h,",",ak,",",origin,",,,0.34,,ml,earthquake,"M 1.2 - 38 km NE of Paxson, Alaska"
3.0,"27 km SW of Dry Creek, Alaska",1619708120740,1619711629040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h1m74e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h1m74e&format=geojson,,,,,automatic,0,138,ak,0215h1m74e,",us7000dylz,ak0215h1m74e,",",us,ak,",",origin,phase-data,",,,1.04,,ml,earthquake,"M 3.0 - 27 km SW of Dry Creek, Alaska"
3.0,"40 km SW of Dry Creek, Alaska",1619708102754,1619708411007,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h1m5u7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h1m5u7&format=geojson,,,,,automatic,0,138,ak,0215h1m5u7,",ak0215h1m5u7,",",ak,",",origin,",,,0.93,,ml,earthquake,"M 3.0 - 40 km SW of Dry Creek, Alaska"
1.39,"13km E of Ocotillo Wells, CA",1619708066880,1619741960710,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39634687,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39634687&format=geojson,,,,,reviewed,0,30,ci,39634687,",ci39634687,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",47.0,0.1302,0.18,45.0,ml,earthquake,"M 1.4 - 13km E of Ocotillo Wells, CA"
1.03,"20km E of Little Lake, CA",1619707929760,1619740784058,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39634671,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39634671&format=geojson,,,,,reviewed,0,16,ci,39634671,",ci39634671,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.03555,0.09,68.0,ml,earthquake,"M 1.0 - 20km E of Little Lake, CA"
0.74,"21km ESE of Little Lake, CA",1619707819580,1619714419389,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39634679,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39634679&format=geojson,,,,,reviewed,0,8,ci,39634679,",ci39634679,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.06731,0.17,82.0,ml,earthquake,"M 0.7 - 21km ESE of Little Lake, CA"
1.1,"38 km NE of Paxson, Alaska",1619707816102,1619708209431,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h1l4a8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h1l4a8&format=geojson,,,,,automatic,0,19,ak,0215h1l4a8,",ak0215h1l4a8,",",ak,",",origin,",,,0.54,,ml,earthquake,"M 1.1 - 38 km NE of Paxson, Alaska"
1.6,"39 km SSW of Dry Creek, Alaska",1619707720931,1619708410636,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h1kqri,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h1kqri&format=geojson,,,,,automatic,0,39,ak,0215h1kqri,",ak0215h1kqri,",",ak,",",origin,",,,0.74,,ml,earthquake,"M 1.6 - 39 km SSW of Dry Creek, Alaska"
0.25,"Kodiak Island region, Alaska",1619707210050,1619795164170,,https://earthquake.usgs.gov/earthquakes/eventpage/av91025578,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91025578&format=geojson,,,,,reviewed,0,1,av,91025578,",av91025578,",",av,",",origin,phase-data,",6.0,,0.12,325.0,ml,earthquake,"M 0.3 - Kodiak Island region, Alaska"
4.5,"111 km E of Hengchun, Taiwan",1619706941163,1619708554040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000dylv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000dylv&format=geojson,,,,,reviewed,0,312,us,7000dylv,",us7000dylv,",",us,",",origin,phase-data,",,1.156,1.15,114.0,mb,earthquake,"M 4.5 - 111 km E of Hengchun, Taiwan"
4.7,"98 km E of Hengchun, Taiwan",1619706780635,1619707920040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000dylu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000dylu&format=geojson,,,,,reviewed,0,340,us,7000dylu,",us7000dylu,",",us,",",origin,phase-data,",,1.015,1.18,124.0,mb,earthquake,"M 4.7 - 98 km E of Hengchun, Taiwan"
2.1,"19 km E of Smiley, Texas",1619706670745,1620058130407,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021iisc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021iisc&format=geojson,,,,,reviewed,0,68,tx,2021iisc,",tx2021iisc,",",tx,",",origin,phase-data,",10.0,0.01576639074,0.2,93.0,ml,earthquake,"M 2.1 - 19 km E of Smiley, Texas"
1.12,"16km NE of Indio, CA",1619706434250,1619738162380,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39634631,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39634631&format=geojson,,,,,reviewed,0,19,ci,39634631,",ci39634631,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",34.0,0.1158,0.15,85.0,ml,earthquake,"M 1.1 - 16km NE of Indio, CA"
1.5,"5 km SSE of Funny River, Alaska",1619706166691,1619706364812,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h1f6l3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h1f6l3&format=geojson,,,,,automatic,0,35,ak,0215h1f6l3,",ak0215h1f6l3,",",ak,",",origin,",,,0.81,,ml,earthquake,"M 1.5 - 5 km SSE of Funny River, Alaska"
1.2,"66 km NE of Lake Minchumina, Alaska",1619705856643,1619706204327,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h1e38g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h1e38g&format=geojson,,,,,automatic,0,22,ak,0215h1e38g,",ak0215h1e38g,",",ak,",",origin,",,,0.75,,ml,earthquake,"M 1.2 - 66 km NE of Lake Minchumina, Alaska"
0.51,"37 km NNE of Amboy, Washington",1619705424390,1619921060310,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61718827,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61718827&format=geojson,,,,,reviewed,0,4,uw,61718827,",uw61718827,",",uw,",",origin,phase-data,",11.0,0.004054,0.08,76.0,ml,earthquake,"M 0.5 - 37 km NNE of Amboy, Washington"
2.69,"4km NW of The Geysers, CA",1619705319830,1620345076173,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73556060,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73556060&format=geojson,1.0,2.7,,,reviewed,0,112,nc,73556060,",nc73556060,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",77.0,0.003523,0.07,22.0,md,earthquake,"M 2.7 - 4km NW of The Geysers, CA"
0.36,"7km W of Cobb, CA",1619705150670,1619705249738,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73556055,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73556055&format=geojson,,,,,automatic,0,2,nc,73556055,",nc73556055,",",nc,",",nearby-cities,origin,phase-data,",13.0,0.01082,0.02,60.0,md,earthquake,"M 0.4 - 7km W of Cobb, CA"
0.47,"6km WNW of Cobb, CA",1619704723210,1619704819241,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73556050,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73556050&format=geojson,,,,,automatic,0,3,nc,73556050,",nc73556050,",",nc,",",nearby-cities,origin,phase-data,",12.0,0.007487,0.02,146.0,md,earthquake,"M 0.5 - 6km WNW of Cobb, CA"
1.82,"7 km W of Pāhala, Hawaii",1619704681130,1619705011580,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72447442,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72447442&format=geojson,,,,,automatic,0,51,hv,72447442,",hv72447442,",",hv,",",origin,phase-data,",41.0,,0.189999998,74.0,ml,earthquake,"M 1.8 - 7 km W of Pāhala, Hawaii"
1.6,"8 km NNW of Lynn, Colorado",1619704674755,1620138854040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e00f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e00f&format=geojson,,,,,reviewed,0,39,us,7000e00f,",us7000e00f,",",us,",",origin,phase-data,",,0.387,0.28,86.0,ml,earthquake,"M 1.6 - 8 km NNW of Lynn, Colorado"
5.0,Kermadec Islands region,1619704531856,1619705706040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000dyjn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000dyjn&format=geojson,,,,,reviewed,0,385,us,7000dyjn,",us7000dyjn,",",us,",",origin,phase-data,",,1.029,1.17,222.0,mb,earthquake,M 5.0 - Kermadec Islands region
4.9,Kermadec Islands region,1619704452255,1619707536040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000dyjl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000dyjl&format=geojson,,,,,reviewed,0,369,us,7000dyjl,",us7000dyjl,",",us,",",origin,phase-data,",,1.174,0.97,195.0,mb,earthquake,M 4.9 - Kermadec Islands region
1.3,"18 km ENE of Kaltag, Alaska",1619704369214,1619705151901,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0215h106nu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0215h106nu&format=geojson,,,,,automatic,0,26,ak,0215h106nu,",ak0215h106nu,",",ak,",",origin,",,,0.61,,ml,earthquake,"M 1.3 - 18 km ENE of Kaltag, Alaska"
